Year,Continent,AverageTemperature,BaselineTemp,Anomaly,RollingAnomaly,RollingAnomaly5
1850,Africa,23.65887980769231,23.79780570175439,-0.1389258940620799,,
1850,Asia,17.570743772241993,19.041539869281046,-1.4707960970390523,,
1850,Europe,7.06371768707483,7.791308219954648,-0.7275905328798178,,
1850,North America,22.644728632478632,23.57399147286822,-0.9292628403895868,,
1850,South America,24.934957746478876,20.602386507936508,4.332571238542368,,
1851,Africa,24.745695833333336,23.79780570175439,0.9478901315789479,,
1851,Asia,17.942245551601424,19.041539869281046,-1.0992943176796217,,
1851,Europe,7.445460884353741,7.791308219954648,-0.3458473356009071,,
1851,North America,22.808154471544718,23.57399147286822,-0.7658370013235007,,
1851,South America,23.647562500000003,20.602386507936508,3.045175992063495,,
1852,Africa,21.256657534246578,23.79780570175439,-2.54114816750781,,-0.7431330544300053
1852,Asia,17.359416666666668,19.041539869281046,-1.6821232026143775,,-1.4327303767009987
1852,Europe,7.750625850340136,7.791308219954648,-0.04068236961451177,,-0.41990039682539637
1852,North America,22.620865853658536,23.57399147286822,-0.9531256192096826,,-0.8802525676745582
1852,Oceania,20.1885,24.67729079861111,-4.4887907986111095,,
1852,South America,23.634010416666666,20.602386507936508,3.0316239087301575,,3.322017541359268
1853,Africa,22.6284,23.79780570175439,-1.169405701754389,,-0.8380908341502853
1853,Asia,17.68032723948812,19.041539869281046,-1.3612126297929272,,-1.3475718227715006
1853,Europe,7.211465986394558,7.791308219954648,-0.5798422335600906,,-0.47897046485260725
1853,North America,22.71613701431493,23.57399147286822,-0.8578544585532875,,-0.8513511396987397
1853,Oceania,14.92125,24.67729079861111,-9.75604079861111,,
1853,South America,23.69775,20.602386507936508,3.095363492063491,,2.6180590629296345
1854,Africa,22.983730061349693,23.79780570175439,-0.8140756404046954,,-0.9252084538556268
1854,Asia,17.49131423290203,19.041539869281046,-1.5502256363790146,,-1.461367478546331
1854,Europe,7.385768707482994,7.791308219954648,-0.40553951247165454,,-0.5431279478458044
1854,North America,22.678808553971486,23.57399147286822,-0.8951829188967331,,-0.8301295949832926
1854,Oceania,14.252857142857144,24.67729079861111,-10.424433655753967,,-8.722274442503451
1854,South America,23.707739583333336,20.602386507936508,3.1053530753968275,,2.084258684141756
1855,Africa,23.18409090909091,23.79780570175439,-0.6137147926634796,-0.5174373292377943,-0.5737961838809078
1855,Asia,17.996536541889483,19.041539869281046,-1.0450033273915622,-1.5521891458253463,-1.6454916848955379
1855,Europe,6.768367346938776,7.791308219954648,-1.0229408730158722,-0.4539641723356006,-0.5810980158730155
1855,North America,22.789235772357724,23.57399147286822,-0.7847557005104946,-0.9155004109865544,-0.8820423490483329
1855,Oceania,15.087391304347825,24.67729079861111,-9.589899494263285,,-9.66321444250345
1855,South America,21.41516535433071,20.602386507936508,0.8127788463942025,1.9150956885080874,1.5424975098993314
1856,Africa,24.31010773480663,23.79780570175439,0.5123020330522401,-0.5185533634421396,-0.40349197335459197
1856,Asia,17.373267272727272,19.041539869281046,-1.6682725965537735,-1.576492399018538,-1.6943703110877344
1856,Europe,7.124673469387755,7.791308219954648,-0.6666347505668933,-0.4607255668934238,-0.6037929138321992
1856,North America,22.914262195121953,23.57399147286822,-0.6597292777462656,-0.9202466482181574,-0.9264513092883682
1856,Oceania,15.325083333333334,24.67729079861111,-9.352207465277777,,-9.136236664725674
1856,South America,20.978560606060608,20.602386507936508,0.37617409812409974,1.404940886082422,0.9994338735356955
1857,Africa,23.013718884120173,23.79780570175439,-0.7840868176342148,-0.6554664828971462,-0.29174160404558336
1857,Asia,16.438795634920634,19.041539869281046,-2.6027442343604115,-1.6610452274234624,-1.6716479149496941
1857,Europe,7.560775510204081,7.791308219954648,-0.23053270975056694,-0.4552287981859407,-0.48802794784580483
1857,North America,22.361302083333335,23.57399147286822,-1.2126893895348836,-0.9214549815514911,-0.9507482542985507
1857,Oceania,15.4838,24.67729079861111,-9.19349079861111,-8.048060318969979,-8.434469204408213
1857,South America,20.925204545454545,20.602386507936508,0.3228180375180365,1.0247566640544494,0.5081738356569069
1858,Africa,23.47992105263158,23.79780570175439,-0.31788464912281,-0.48569771251228033,-0.1990158927339941
1858,Asia,17.435934108527135,19.041539869281046,-1.6056057607539103,-1.9091489038940508,-1.8054129752655754
1858,Europe,7.097991496598639,7.791308219954648,-0.6933167233560091,-0.48948219954648503,-0.4424806689342404
1858,North America,22.494092213114754,23.57399147286822,-1.0798992597534642,-0.926130525250678,-0.9891421567375751
1858,Oceania,17.55613888888889,24.67729079861111,-7.121151909722222,-8.301841747541408,-7.9157017509920635
1858,South America,20.98243181818182,20.602386507936508,0.3800453102453112,0.6172827057211162,0.19182270923520903
1859,Africa,23.542481907894736,23.79780570175439,-0.2553237938596524,-0.47558506099712866,-0.3857245119386654
1859,Asia,17.604926213592233,19.041539869281046,-1.436613655688813,-1.9987087325656554,-1.860722976300594
1859,Europe,7.964593537414966,7.791308219954648,0.1732853174603175,-0.3886321995464851,-0.3673296485260769
1859,North America,22.557323828920573,23.57399147286822,-1.0166676439476454,-0.9306621433488378,-1.0127803681196894
1859,Oceania,17.761694444444444,24.67729079861111,-6.9155963541666665,-8.030122303096963,-7.373846195436508
1859,South America,21.251439393939393,20.602386507936508,0.6490528860028846,0.2112077057211163,-0.034745356032856736
1860,Africa,23.647719465648855,23.79780570175439,-0.1500862361055333,-0.4597249370507971,-0.3975992411436529
1860,Asia,17.327711240310077,19.041539869281046,-1.713828628970969,-2.059471659920899,-2.172806122892564
1860,Europe,6.996103741496598,7.791308219954648,-0.7952044784580501,-0.4546066893424035,-0.3978663832199546
1860,North America,22.597266260162602,23.57399147286822,-0.9767252127056167,-0.9392444570793195,-0.9702187014530231
1860,Oceania,17.68122857142857,24.67729079861111,-6.9960622271825414,-7.662827461827122,-6.940469052579365
1860,South America,19.83340972222222,20.602386507936508,-0.7689767857142868,-0.18143847483443948,-0.3079320984570991
1861,Africa,23.37656463878327,23.79780570175439,-0.4212410629711165,-0.4814250083520449,-0.5476781486396654
1861,Asia,17.09671726755218,19.041539869281046,-1.9448226017288661,-2.0826475571005014,-2.3030471540435764
1861,Europe,7.500428571428572,7.791308219954648,-0.29087964852607584,-0.3821165532879817,-0.1734714852607709
1861,North America,22.79607113821138,23.57399147286822,-0.7779203346568373,-0.9311993988772101,-0.9348729774093073
1861,Oceania,18.03436111111111,24.67729079861111,-6.642929687500001,-7.376699925595238,-6.924007941468254
1861,South America,19.84572027972028,20.602386507936508,-0.7566662282162291,-0.32059389915639935,-0.5770184620934629
1862,Africa,22.954345238095236,23.79780570175439,-0.8434604636591523,-0.7478031731370557,-0.6277082700560108
1862,Asia,14.878379901960784,19.041539869281046,-4.1631599673202615,-2.0221457382739376,-2.447295404892104
